event,date,round,black,white,result,moves
EGPCambridge,2016.02.28,8,deGraafJanC.,PlowmanMark,54-10,d3c3c4c5d6e6c6f4b4a5e3b5b6d2a3b3c2d1c1b1a6a7f5f6a2d7e8c8e7c7f7f8d8b2g3h2f3e2a1f2a4b7a8e1f1g1g2h4g4h5g5h1h3g6h7h6g7h8
EGPCambridge,2016.02.28,9,SchotteTom,deGraafJanC.,41-23,d3c5f6f5e6f7c6c7b5a4g6c4d6g5f4d7h6e3c3d2b4e7e2g3g4h5h4f3e1f1a5h3h2b3c2d1a3b6a6b7f2g2c1a7h7g7g1a2a8b8h1b1a1b2h8g8f8e8
EGPCambridge,2016.02.28,9,KashiwabaraTakuji,PlowmanGuy,35-29,c4c3d3e3f4d6e6b4c6f5f6g5h5g6g4h6h7h4h3c5b5a6a3a4g3b6f3c7a5d7e7f8a7g2c8e8f2f7b8e2b7a8d8g7h2a2e1f1h1g1d1d2c1c2b2a1b3b1
EGPCambridge,2016.02.28,10,deGraafJanC.,KashiwabaraTakuji,18-46,d3c5f6f5e6e3d6f7g6e7f4c4c6c3d8e8d7c8b5b6b4a4c7a5f2b3d2h5h6h7c2g5g4g3g8h4a2e2a7a6a3f8b8d1h3h2f3c1e1b2b7f1g2g7b1a1a8h8
GPIMilano,2016.02.21,1,ChiarulliGiuseppe,PalladinoDomenico,56-8,f5d6c3f4f6d3f3b3c5g6c4g3e6e3e7b4g5b6b5a6a5d7c6e8c8d8f8c7a3h6h4g4h5h3b8b7f7a4e2d2f2f1e1d1c1b1c2g1a8a2g2a7a1h2b2g7h1h7
GPIMilano,2016.02.21,1,KashiwabaraTakuji,TormenePaolo,35-29,c4c3d3c5d6f4f5e2g3d7c7e7c6e6f6f7b5b4f8e3e8g6f3a5g5b6d8g7h5h7g4f2a6a7f1h4h3h6a3b3a2h2c2d2h8c1d1g8h1b1g2e1a1b2a4g1a8b7
GPIMilano,2016.02.21,2,ColaoLuca,KashiwabaraTakuji,28-36,c4c3d3c5d6f4f5e3g4e6f6d7e2f2c6f1b5b6b4a6a4c7e8a3a2d8b3f8e7f7b8c8g8f3e1d1g3g5h6h5h3h4g6d2c2g7h8h7g1h1c1g2h2b1b2a5b7a1
GPIMilano,2016.02.21,3,KashiwabaraTakuji,ChiarulliGiuseppe,39-25,c4e3f6e6f5c5f4g6f7d3f3g5g4e7d6h3f8b5h4h5e2c6c7d8h6h7d7d2g3e1b6a6b3h2f2c3c1f1d1b1c2b4a3a4g2c8a5a2e8g7b8b7a8a7a1h1g1b2
GPIMilano,2016.02.21,4,VecchiMariaSerena,GigliucciChiara,45-19,c4c3d3e3f4d6e6b4d7g4e2d2b5c5f3f6g5a5f5g3f2h6g6d1b3e1c6f7c2h5a3e7f8b6c7e8d8c1g8a4a6b7h4h3a2b2a1b1f1g7h8h7h2g2a7c8b8a8
GPIMilano,2016.02.21,4,PalladinoDomenico,KashiwabaraTakuji,16-48,e6f4e3d6c5f3f5f6g4g3g5h5h4h3g6h6c7d3e2c4d2b5b4d7a5c3c2f1f2c1d1e1d8b3h2h1f7f8a3c8b8c6b6b2b7a6a2a4g1g2a7a8e8e7h7g7h8g8
GPIMilano,2016.02.21,5,KashiwabaraTakuji,IlacquaGianluca,31-33,c4c3d3e3f4d6e6f5f3g4e2d2g3f6c1e1d1b4f1g5b5c2a4c6h4c5b1f2b3h5d7a6g1a2h6h3h2g6b6c8e8b2g2d8c7h1a1f8a3h7g7e7f7b8b7a8a7a5
GPIMilano,2016.02.21,6,VecchiMariaSerena,KashiwabaraTakuji,15-49,c4e3f4c5d6f3d3c3b5f6f5g5d2g6g4e6e2b6c6c2b4f1d1e1b3f2g3c1e7b1f7a3h4h6h5g7a6a4b2a1g1a2h8h3g2h1a5a7b7a8h2c8d7c7b8d8e8h7
GPIMilano,2016.02.21,7,BianchiPaolo,KashiwabaraTakuji,7-55,c4e3f6e6f5c5d3c3b6d6b4b3f2f4f3a4c7d7c6b5e7a7d2d8a6a5c2e8b8f7b7g6h6c1a2d1b2e2b1a1g8a3e1f1c8a8g2g3h3h2g1g4h5g5h4g7
LFopen,2016.02.13,1,NielsenKimJ,VallundHenrik,47-17,f5d6c3d3c4f4e6f6e3c5c6b5g4b6e7g3d7f3g5d2b4c7a5d8e8c8f7b7e2h5h6e1f2h3a6a4a8b8a3c2b3g6g7b2a1a2a7h8h7f1h4g8f8b1c1d1g2h1
LFopen,2016.02.13,2,AndreasenMathias,VallundHenrik,0-62,c4c3d3c5b6b5b3c2e6e3a5f4f2d2c1a3g5b4f5e1d1b1a4a6b2g4f3a2h4a1e2f1b7a7a8b8c6d6d7c8d8c7e7f7g7g2h3g1h6g6f6g8h8e8f8h7
LFopen,2016.02.13,3,VallundHenrik,FeldborgKarsten,28-36,c4e3f6e6f5c5d6c3d3f4e2f3d2c6b5b4c2b3b6a6a3a5a2f1g4h4h3h2g5f2e1h5b2d1c1a4g6a1b1a7h6h7g3c7g2h1g1d7e7f8e8d8f7g8b8c8h8g7
LFopen,2016.02.13,4,VallundHenrik,StokkeSolrun,*,c4c3d3e3f6e6f5c5d6c6b5d7e7e8f4b6b4f3f7g5g4g6h5a5a3h3h6h4h2b3c7d8c8g3a7g7a2b7c2b1f2f1c1e2
LFopen,2016.02.13,5,MichaelsenPeter,VallundHenrik,13-51,f5f6e6f4g4e7d7g5h5g6f3e3d2d6d8f8c7f7h6c5c3c4d3c2b3h4h3c6b6b4a4b8c8e8b5a6g7a5a7d1e2f1c1a2e1b1b7b2a1a3g1h8g8a8h7f2g3h2
LFopen,2016.02.13,6,VallundHenrik,HubbardGeoff,18-46,c4e3f6e6f5c5d3g6f7d6e7g5f4f3e2g3g4b3c7c6h6h5h4h3h2c2d2f1e1c3a3d1f2b4a4b5a5a6a7g7c1g8g1c8f8e8d8d7h8h7b6h1b8b1b2a1a2a8
LFopen,2016.02.13,7,HøghDaniel,VallundHenrik,58-0,f5f4e3f2e2d2e1f6e6d3c4c5d6b4f3f1c1c7c3g4d7d1g1c6c2d8b5a5g3g2e7b3h1e8h4h2h3b1h5g5a1b2a3a2a4a6a7a8b6b7b8c8
Uppsalaopen,2016.01.30,1,FahlesonRikard,JohanssonErik,14-50,c4c3d3e3f4d6c6c5b4b3b6a4f5e6f3g6d7b5g4e7c7f6a5d8f2e2e1g5h5a6a2c8f7g3e8f8h4h2d2h7c2c1d1f1g7h8g8a3a7b1g2b7a8b8b2a1g1h1
Uppsalaopen,2016.01.30,1,EvertsJeroen,AspenrydHenry,17-47,f5d6c3d3c4f4f6f3e6e7d7g6g5c5b6c6b5c7f8e8f7h6d8b3e3b4d2c2e2a6a4g4g3a3a2c1f2d1e1h3g2h1h2a5b2c8h4h5g7a1b1h8h7g8b7g1f1a8
Uppsalaopen,2016.01.30,3,AspenrydHenry,FrönmarkMarcus,32-32,f5f6e6f4g5d6e7g4f3g3e3e2f2d3h3h4h5d7d1h6h7g2g6g1d2e8c4f7g7e1c5c6f8c7b6b7c8d8a7a5a6h8g8c1a4a8b8a3h1h2f1c2b1b5b4b3c3b2
Uppsalaopen,2016.01.30,4,EklundOskar,AspenrydHenry,44-20,f5d6c3d3c4f4f6f3e6e7d7g6f8f7g5h6h4g4h3h5h7c8d8b4c5b5c6d2e3b3a5g7g3f2a4e8h8g8b8a6a7c7b6a3a2b7c1d1c2e2e1b2g2h1f1h2a1b1
Uppsalaopen,2016.01.30,5,EngTintin,AspenrydHenry,28-35,f5d6c3d3c4f4f6f3e6e7d7g6f8f7g5h6h4g4h3h5h7c8d8c5c6b4d2e2g8b3e3b5b6g3h2c7e1f2c2a6f1g2b2e8b8a1a5a4b7b1c1d1h1g1a2a3g7a7
Uppsalaopen,2016.01.30,7,StenbergVeronica,AspenrydHenry,42-22,f5d6c3d3c4f4c5b3c2b4c6d2e3b5e6f3a5g6g5h6g4h5h3d7a3c1e7a6b6c7c8d8e8g3f2e2f6f1g2f8g8f7b8h1d1e1g1a4a7b7a2b2a8g7h7h8h4h2
EGPRome,2016.01.24,F1,MarconiFrancesco,JuignerArthur,38-26,c4e3f4c5d6f3e6c3d3e2b6f5g5g6g3g4b4f6h4h5h3d7c6e7f7e8c8d8h6g7c7b3h8h7c2a5f2d2e1d1a6b7a4a3b5a7a8b8f8g8a2g1f1g2h1h2c1b1
EGPRome,2016.01.24,F2,JuignerArthur,MarconiFrancesco,30-34,c4c3d3c5d6f4f5d2f3e7d7f6e6e3f8g4g5g3e2c6c7f1b5d8e8g8d1f7h4e1c1h3g1c2b4b2g6b3a1b1a2a5h5h1f2a3b6h6a4c8a6b7a8h2g2a7b8h8
EGPRome,2016.01.24,3/4,TastetMarc,DelaunayArnaud,40-24,d3c3c4c5b4d2c2e3c6b3e1a4d6e2f6e6f5f4d7d1c1b6b5e7a6a5a3g4d8f7f1f2g3c8e8f8f3c7b7h2h3h4h5h6g5a2a1a8g6g7h8g1b2a7g8g2h1h7
EGPRome,2016.01.23,1,ScognamiglioPaolo,KashiwabaraTakuji,28-36,e6f4c3c4d3d6f5c2b5e3d2c1g3c5b4a5f2f3b6c6d7a6e2d1e1f1a3b3c7h3b2g4a4g6a2b7h4h5f6a1b1e7h6h7e8d8g5f8f7g8a8a7b8c8h8g7g2h2
EGPRome,2016.01.23,1,KashiwabaraTakuji,ChiarulliGiuseppe,56-7,c4e3f6e6f5c5d6c6d3f3f4d7e2d2c3b4b3c2a4d1f1a5a6a2f2f7f8g5e7g6g4h3h4h6h2d8e8g8g3e1c1h5h7g2b1b2a1g7c8b8g1c7a3b5h1h8b6a8
EGPRome,2016.01.23,3,KashiwabaraTakuji,DiMatteiAlessandr,34-30,c4c3d3e3f4d6e6b5c6f5f6g4h3c7d7g5h4c5e2d2g6f3g3e1c2e8d8c8b6h6h5h2a4a5a6e7b3h7d1f2f1b4g2b7a7a3a2c1a8b2f8h1b8g1f7g7b1a1
EGPRome,2016.01.23,4,TastetMarc,MarconiFrancesco,14-50,d3c3c4c5b4d2c2a4b5b3d6f4c6e3d1e6a5a6f5e2b6d7d8f3e7a7c7c1f1e1b1g6f2f6a2f8e8c8g5g3h6f7h4h3g7h5g4g2g1h1h2a1b8g8h8h7b7b2
EGPRome,2016.01.23,4,DelaunayArnaud,KashiwabaraTakuji,32-32,c4e3f6e6f5c5c3c6d3d2e2b3c1c2b4b5a6a4e7e1d6f1b6c7d8d7c8f2a5a7a2f3d1b1f4f8e8b8a3a1b2g6g5h5g4h4g3h3h7h6h2f7g7h8g8h1a8b7
EGPRome,2016.01.23,5,KashiwabaraTakuji,SperandioRoberto,33-31,c4c3d3c5d6f4f5e2f3d7c6e6f6e7d8c7c8f8f7g3g4e3b8g6h5h3g5h7h6h4b6g8b5a5d2f2e1f1g1g7g2c1b3b4a6a3d1c2b1h1h2e8h8a1a4a7b2a2
EGPRome,2016.01.23,6,NicoletStephane,KashiwabaraTakuji,43-21,c4e3f4c5e6d6b5b6d3a5f3f6d7f5b4c6c7c8e8d8b8c3e7b3c2e2d2d1e1f7c1g4g3f2a6f8g8a7h5h4f1h6g5g2h1g1h2h3a4b2a1b1a3a2h7g6a8b7
EGPRome,2016.01.23,7,KashiwabaraTakuji,TastetMarc,31-33,c4e3f6e6f5c5f4g6f7d6e7f3g5h6b6c6d3b5d7c7d8a6b4f8a5c2a7c3b3a2d2a4b7e8g8c8b8c1e1a8a3b2a1h8e2f1g4h3h4h5g3f2b1d1g2g1h1h2
EGPRome,2016.01.24,8,NicoletStephane,JuignerArthur,26-38,c4c3d3e3f6c5f3e6d6e7d8f8c6f7f4g6b5b4d7c8e8c7g5f5h6g4h3g7h7g3b7a4b6a7g2f2f1h4h5h1h2h8g8g1a5e1a3a8b8a6e2a2d2d1b3c1c2b1
EGPRome,2016.01.24,8,KashiwabaraTakuji,MarconiFrancesco,27-37,c4c3d3c5d6f4f5d2f3e7d7f6e6e3f8g4g5g3h3h4h5c8d8e8b8c7c6g7e2h6h7g6b4b5a4f7b6f1c1e1h2f2d1b1c2b2b3a5a6a3a2a7a8b7g2a1g8g1
EGPRome,2016.01.24,9,VecchiMariaSerena,KashiwabaraTakuji,9-55,c4c3d3e3f4d6e6b4d7g4e2f3g3f5d2f6b5c5g6g5c6c2f2b6b3a4a3e1c1d1f1a5h3h4h6h5b1a2a7g2h1h2a6a8b2g1b7a1b8d8c8c7e8f8e7f7g8g7
EGPRome,2016.01.24,9,JuignerArthur,MarconiFrancesco,35-29,c4c3d3c5d6f4f5d2f3e7b3b4e3e6a4c2f7f6b5c6b6e2f2f8d7g4e8f1h4g3g5h6h5d8h7c7h3g6b8a6b7a3a2g2c8a8a7a5h2a1h1g1e1d1c1b1b2g8
EGPRome,2016.01.24,10,DelaunayArnaud,JuignerArthur,43-21,c4e3f6e6f5c5c3c6d3d2e2b3c1c2b4a3a5b5a6b6a4a7e7f1e1f4f3g6g5d6f7f8h6g4h5h3h4h7d8g3g2g8f2e8b1g7g1d1h8a1a2b2a8h1h2d7b7c8
EGPRome,2016.01.24,10,GigliucciChiara,KashiwabaraTakuji,11-53,f5f6e6d6c4g4g5h4c5f4g6e3d3b5e7f3e2f7f8f2c3b4a6e1a5h7g3b3d7d2g1f1d1a4a3d8h3h2h5h6g7c8e8c7b8c6b6b7a7c1b1a8g2h1c2b2a1a2
EGPRome,2016.01.24,11,KashiwabaraTakuji,JuignerArthur,25-39,c4c3d3e3f4c5e2f5f6f1e6f2d2c2b4b3d1f3e1c1c6d6d7g4g5e7c7b6f8d8b5a3f7a4h4g3h3e8c8g6h7g7b2a1a5h5h8g8h6a6g2h1g1h2b7a7b1a2
IndianChampionship,2017.12.25,F1,ChoudharyAshok,RoyAmar,37-27,d3c5f6e3c3d2c4b4c2f4e1e2d6c6b5a4a6b6a3a2f5e7d7e8g3g4f3f2h3b3c7d8g1c1f1g6g5h4c8e6h5b8f7f8g7h8a7d1b1b2g8h7h6g2a8b7a1h2
IndianChampionship,2017.12.25,F2,RoyAmar,ChoudharyAshok,3-61,e6f6f5f4g5e7f3d6f7e3d2h5d8g6c6c5h7g4d3h6h4f8c3h3h2g3f2c4b4c7b5e2d1b6a7e8c8a3a4a5g8d7b7a8b8h8g7a6h1f1g1g2e1c1c2b2b3a2
IndianChampionship,2017.12.25,3/4,SharmaAnirudh,PanigrahiSomnath,24-40,e6f4e3d6g4f6c4c3c5b4b6b5c6b3f5c7e7d3f7a6a5a4d7d8b8c8e8f2e2f1d2e1c1d1g1f3c2h4a2b2a1b1a3h1a7g5g3g6h3h5h6g8g7h2g2h7b7h8
IndianChampionship,2017.12.25,SF1,ChoudharyAshok,PanigrahiSomnath,45-19,d3c5e6f5f6e3f4f3e2d2c3d1f1f2c4b4b5e7c2g3g4d6a4h4h3c1h5a3g5h6h7g6f7f8a2a5a6b3d8e8c7d7c6b6b2c8a7b7e1g1a8h2h1g7b8g2g8b1
IndianChampionship,2017.12.25,SF1,RoyAmar,SharmaAnirudh,32-32,c4e3f5e6f4c5e2g5g6g3f3g4f6d2d3e7h4e1c1b4h5h3f7f2d8h6d6c7g1c6d7c8b5b6a3f8b8e8g8b3a5a4a6c2g7c3b7h8h7g2f1d1b2a8a7a2a1b1
IndianChampionship,2017.12.25,SF2,PanigrahiSomnath,ChoudharyAshok,28-36,e6f6f5f4e3d3f3c5g5g4g3d6c3h6c4h3b6f2c6b5d7c8e8e7c7b4f8a6f7e2h5h4g6c2a4a5a7h7g2g7a3b3a2b2g1d8b8e1h2h1a1f1b7a8g8h8b1d2
IndianChampionship,2017.12.25,SF2,SharmaAnirudh,RoyAmar,26-38,c4e3f4c5d6f3e6c3d3e2b6f5g5g6g4f6g3e7d7f7f2f1d1e1c6b5e8c1a4h6h4h5h3g7d2a5b3b4c2a3a6a7f8g8h8h7b2d8c8c7b8b7g2h1g1a1a8a2
IndianChampionship,2017.12.25,SF3,SharmaAnirudh,RoyAmar,25-39,c4e3f4c5d6f3e6c3d3e2b6f5g5g6b4f6g4h4h5h6g3h3c2c7e7d7f7c6c8d2e8f8d1d8g8b3a4e1f1f2g1b5a6a3c1a5g2a7b2a1a2b1a8g7h2h1h8h7
BroadwayGuangzhouopen,2017.11.19,Final,FengLing,DongZhen,29-35,f5f6e6f4e3c5c6d6e7f7c3f3c4d3c7b4e2b3d2b5c2e8a6d7a5b8a2e1f1g1f2g3g4h3g5g6d8c8g8b6g2d1c1b1f8h8h6a3a4h7g7h5h4h1h2a7b7a8
BroadwayGuangzhouopen,2017.11.19,3/4,ZengYanbo,LamMaverick,30-34,c4e3f5e6f6c5c3c6d6g5g4d3b5b4f2e2f4d2a3a6b3f3a5b6g3a4c1a2f1d7d8h4b7c7h3c2h5g6e7h6h7d1e1g1h1h2g2h8b8g7g8f8f7a8b1c8a7e8
BroadwayGuangzhouopen,2017.11.19,SF,DongZhen,LamMaverick,33-31,f5d6c3d3c4b5c5b3e2c6d7e7c7e6b4a3b6d8f6f7c8e8a4b8a6d2e3f1d1c2f3f2c1g6e1g4h5b1f4h3g5h4h6h7g2g3f8h1h2g1h8a7a8b7a5b2g7g8
BroadwayGuangzhouopen,2017.11.19,SF,ZengYanbo,FengLing,16-48,f5d6c4d3c3f4f6f3e6e7d7g6f8f7g5h6h4e8d8c5c6b4g3b5h5h3e3f2b3e2d2c2a6g4b6a5a3a4c1h7b2a1a2d1f1b1e1c7h2h1g7h8g8c8b7g1g2a8
BroadwayGuangzhouopen,2017.11.19,1,HeSiming,LamMaverick,23-41,d3c5e6f5c4e3f4f3c6c3g5d6g4g3d2e2c2f7f1f6f2h6h5b6h4e1e7d7c7d8a6d1c8g6c1b8h7h2e8f8h3h8g8g7a8g1h1g2b7b4b3b5a4a5a3b1a1a7
BroadwayGuangzhouopen,2017.11.19,2,ChenKai,DongZhen,30-34,f5d6c3d3c4f4f6g5e6f7c7c5g3e7e3d7b6b4b5g4f3c6a5a3h4h3h2a7h5c8f8g6e8d8b3g8h6a2b2a1c2e2f2d2d1e1f1g7a6a4b7c1b1g1g2h7h8h1
BroadwayGuangzhouopen,2017.11.19,2,FengLing,HuangJingxiong,21-43,f5d6c3d3c4f4c5b3c2e3d2c6b4a3g4f3e6f7b5b6e7f8d7e8f2e2d1f6c7g6h6d8g5g3h3g2h1h2h4c1a5e1f1a4a6a7b7h5c8g7h7g1b1a8b8b2g8h8
BroadwayGuangzhouopen,2017.11.19,3,FengLing,LamMaverick,42-22,c4e3f6e6f5g4g5c5f4g6e2f3g3d3c3b4b3d6a4d2h4b5e1c1f2c2a6a5d1a3b1f1g1a7b2a1g2h1a2h2h3h5c6c7d7d8e7e8b8c8f8f7g8g7h8h7h6a8
BroadwayGuangzhouopen,2017.11.19,3,DongZhen,ZengYanbo,32-32,c4c3d3c5d6f4b4b6b3c6e6d7f5f6g4h3e7b5a5d8e3f3f8f7g5h4g6h7a6a4a3d2c7c8h5h6c2c1b2e2e8g8g2g3f1d1e1f2g1a2b7a8b8a7h8g7a1b1
BroadwayGuangzhouopen,2017.11.19,4,LamMaverick,DongZhen,28-36,f5d6c3d3c4f4f6g5e6f7d7c5g3b5e3g4c6f2f3b4h4e2f1b3h5e7g6h6h7e8c8h2g8c7a4g1h1h3g2h8c2d2d1e1b6g7b8c1f8d8b1b2a2a7a6a8b7a1
BroadwayGuangzhouopen,2017.11.19,4,ChenKai,HeSiming,40-24,c4e3f6e6f5c5c3b4d3f4c6d6b5c2b3b6d2g5f2a5d7c7f7d8e7g6c8a3a4e1d1c1e2b8e8f8g3g4f3a6h4f1b7a8a7b2a1a2h5h3h6h7b1g7g8h8h2g2
BroadwayGuangzhouopen,2017.11.19,5,LamMaverick,ChenKai,29-35,c4c3d3e3f4d6c6c5b4b5f6f5e6f3b3a4a3e7f7a5a6d7b6b7c7d8a8e8f8g5g6c8h4g8b8h5h8a7c2g7d2d1f2g4h7h6g3f1c1e2e1b1b2g1g2h1h2h3
BroadwayGuangzhouopen,2017.11.19,5,DongZhen,FengLing,29-35,f5d6c3d3c4f4c5b3c2e3d2c6b4a3g3f3e2g4f2c1a4e6b5f6g6h3h5h6h4g5c7d1d7e1f7e7b6f8a2f1g2g1b2a5a6c8b7a8g7g8e8d8b8a7h1h2b1a1
BroadwayGuangzhouopen,2017.11.19,6,ZengYanbo,LamMaverick,26-38,f5d6c3d3c4b5b4f4f6g5e3f3e6f7d7c5c6e7e8c8g4d8b8b6f8g6c7f2h5a3d2c2g3e1a4a5f1b3d1h6h7g2e2h4g7h8g8a8a7h3h1c1a6b7h2g1b1b2
BroadwayGuangzhouopen,2017.11.19,6,FengLing,ChenKai,51-13,c4c3d3e3f4d6c6c5b4b5f6b6f2g4b3e6d7c7f3c8f5a3a4a5f7d2a7e2e7g3e1c2g5h6d8a6a2e8h5h3h4f8g6g1d1b8b7h2h1g7h7b2a1g8h8g2a8b1
BroadwayGuangzhouopen,2017.11.19,7,DongZhen,GuoGuangcheng,39-25,c4e3f6e6f5c5f4g5f3d3c3g6h5d2e2e1d6g3f2e7h4c6f1b4d1c2a4b5a5h3g4h6b3b1c7a6b6d7a7a2c1b2d8c8b8g1b7g2a3a8a1e8h1h2h7g7g8h8
BroadwayGuangzhouopen,2017.11.19,7,HuaZhibin,FengLing,18-46,c4e3f5e6f6c5f4g6f7d6e7f3g5h6c7d3b6f8h4e8g4h3h2g3d7c3f2d8c6g7c2h5h8h1h7g8c8b5a6b4a3g1b3g2f1e1e2a5a4d1d2c1b1a1b2a2a7b7
Worldchampionship,2017.11.03,F1,TakanashiYusuke,TakahashiAkihiro,35-29,f5f6e6f4e3c5c4d6b6b5c6d7c7a6f7e7e8c8d8f8g3b4a5b3g5d3a7g6g4e2c3a4a3c2f2f3h6f1b2b7c1h4g7h5e1g8a8a1h3g2b1d1d2a2h8b8h7g1
Worldchampionship,2017.11.03,F2,TakahashiAkihiro,TakanashiYusuke,27-37,f5d6c4d3c3f4c5b3e2e3c2e1f1d2d1f3f2e6c1g6a3g4c6g3h3b5b6d7h4g2e7f6d8h5g5f7f8h2c7b4h6a6h1g1a4e8a5a2b2c8b8a7b7a8g8g7h7h8
Worldchampionship,2017.11.03,3/4,LiChunWan,AunchuleeRujipas,16-48,e6f4e3d6c5f3c4f6f5g4c7d3d2c2f2c3e2d7b3e1f1c1d1g1f7e7e8f8c8d8c6b1g8a4a2b4g2b5b7a3g3g5g7b6a6a1h5a5b2h8h7b8a7a8g6h6h4h1
Worldchampionship,2017.11.03,SF1,LiChunWan,TakanashiYusuke,30-34,d3c5d6e3f4c6f5c3c4b5f2e6e7f7d7e8g8f8d8f6d2g4g6g5f3h6c7c2h3d1h4h5h7b8a5e2b4b6b3g3f1e1c1a6h2a2a3a4g1c8a8b1a1b2b7a7g7h8
Worldchampionship,2017.11.03,SF1,AunchuleeRujipas,TakahashiAkihiro,36-28,d3c3c4e3f4d6e6c5d7f5f6g4g3g6h3e7f7c8c6c7b5f8f2g8b4e2b6f3e1d1b3c2g5h4c1d2f1a6e8d8g2a2a3h1h2g1a1b1b2b7h6h5a7a8b8a5a4h7
Worldchampionship,2017.11.03,SF2,TakahashiAkihiro,AunchuleeRujipas,39-25,f5d6c4d3c3f4c5b3e2e3c2d2e6e1g4b1a3b5b4c6f3a5c1d1a4a2e7f6d7b6a7c7c8g6h6g3g5h4f2h5h3f8f7e8b7g8d8h7h8g7f1g1b2a8a6b8a1h2
Worldchampionship,2017.11.03,SF2,TakanashiYusuke,LiChunWan,37-27,f5d6c3d3c4f4f6f3e6e7d7c5c6g6f8c7c8b4e3e2d2f2b3b5c2d1g5h6g4g3c1e1f1b6a6a5f7a7a4a3b2g2h1g1h2h3a2a1b1b7h4d8e8h5h7g7b8a8
Worldchampionship,2017.11.03,SF3,TakahashiAkihiro,AunchuleeRujipas,35-29,f5d6c4d3c3f4c5b3e2e3c2d2e6e1g4b1a3b5b4c6f3a5c1d1a4a2e7d7d8f6c7b6a7f8e8c8f7g3f2h4g5h6h3h5b2g6g7h2b8g8h8h7h1a1g2a6b7f1
Worldchampionship,2017.11.03,F-women,HelmesJiska,SugawaraMisa,15-49,c4e3f4c5d6f3e6c3d3e2d2f2f5c1g3g4h3g6b6f6g5h6h5e7b4c2d7b5f1c6c7d8a5c8f8e8b8a3a4b3a2a7f7g7e1d1b1h4h7h8b7h2g2h1g1a1g8a8
Worldchampionship,2017.11.03,3/4-women,TanaPatcharaporn,MitmeanCharinee,23-41,e6f4c3c4d3d6f6e7f5g4c5e3c6g5f3d7g3f2h4h5h6e2d2c7c8g6h3d8f8e8d1e1f1b4b3b5a4b6h7c1g7g1f7g2a5c2b2a6b7a8b8a7h1h2b1h8g8a1
Worldchampionship,2017.11.03,SF-women,HelmesJiska,MitmeanCharinee,37-27,c4e3f4c5d6f3e6c3d3e2d2f2f5c1g3g4h3h5g5c6b4e7d7a4b3g6f6h6c7c2f7b6b5a5h4h2a3a2b2g8f8e8d8c8a7a1b1a6b8a8b7g7h8h7h1g1f1g2
Worldchampionship,2017.11.03,SF-women,TanaPatcharaporn,SugawaraMisa,25-39,d3c5f6f5e6e3c3f3c4b4b3d6f4g4e2f2g3c2f1d2c1e1h3e7d7f7f8g6b5c8e8g5h4h6c7g1b1g7c6a5a6a3h5b8a2a1d1b2h1h7b7a8a7b6a4d8h8g8
Worldchampionship,2017.11.01,1,YuanKe,LeaderImre,43-21,e6f4c3c4d3d6e3d2f3f5c1c2g4e1g5e2c6c5b5g3b4f6f2f1e7h6h4h3h2a4d1b1g6f7d7a6b3h7a3a5a7c8b6c7g2h1e8h5g1f8g8g7h8d8b8b7a8a2
Worldchampionship,2017.11.01,1,TakahashiAkihiro,RößlerDaniel,41-23,c4e3f5e6f6c5f4g6d7f3g5d3g4h4h5h6g3h3b5c3d6e7f8b4a3c7f7c6b6e8d8g7d2a5a4a6a7d1h8c2c1g8e1b2f2b3e2f1h7b1g1h1a1b7a2b8c8a8
Worldchampionship,2017.11.01,1,DexterHelen,LeeChunae,17-47,c4c3d3e3f4d6e6b4d7g4f3g3h4f5g5f6g6c5e2d2c6e1h3h6b5f2h5h2a3e7b3h7f8c7f7a6b6c8c2d8d1a4f1a5e8g8a7g2b7b8g7b1b2c1a1h8g1h1
Worldchampionship,2017.11.01,1,LamMaverick,RoseBrian,39-25,c4e3f6e6f5c5c3c6b5b6f4g6e7d8c7d3g5f3g4h4h5h6f7e8f8g8d7g3d2c8d6a4e2f2h3b3b7e1b4g7a3a2h8h7b8c1d1g2g1h1h2f1c2a6a5a7a1b1
Worldchampionship,2017.11.01,1,AunchuleeRujipas,HelmesJiska,44-20,e6f6f5f4e3c5c4d7c6d3c3e2f1c2d2e1d1c1b1d6f3b5a6b3b4a3a5b2c7a4d8e7a1a2b6e8g3g4b7a8a7h3f2b8c8g1h1g5f7g6h6h2g2h5h4g7h8h7
Worldchampionship,2017.11.01,1,vandenBergErwin,SuryBartłomiej,21-43,c4c3d3e3f6b5f3c5d2f4e2d1f5f1e1f2g3d6c6e6e7b6c2c1d7g4b4c7b3g5a5f8e8c8f7g6g8a6h6d8b8h4a7a3h3h5g7h8h7a8b7a4a2a1b1b2g2h1
Worldchampionship,2017.11.01,2,KuritaSeiya,LeongCheeKit,34-30,f5d6c3d3c4f4f6b4f3e6e3f2d2g5g6g4h4h5h6g3f1c2h3f7e8d1c5c6d7c7e7e2e1g1b6c8b5b3a4g8a3g7h8h7g2a7f8d8a6b7a8a5b8b2a1a2b1c1
Worldchampionship,2017.11.01,2,KashiwabaraTakuji,VallundHenrik,27-37,c4e3f6e6f5c5f4g6f7g5d6d3f3b5c3g4b4d7e7b6b3c6g3a4h6h4a3f8d8c8b8d2c7e2h5h7h3h2c2a5a6e8g8b7f1d1b2a1a2b1a7a8e1f2g1h8g7h1
